期号,红1,红2,红3,红4,红5,红6,蓝
2023776,1,7,9,19,23,27,1
2023777,1,7,8,13,21,23,11
2023778,4,5,14,21,24,27,9
2023779,9,12,17,19,20,28,13
2023780,14,16,18,26,27,31,6
2023781,9,10,12,19,24,31,13
2023782,8,9,15,24,26,32,6
2023783,7,11,13,14,17,26,2
2023784,1,11,21,25,26,31,3
2023785,3,10,14,20,30,31,3
2023786,2,3,12,15,17,20,13
2023787,2,19,20,23,25,26,6
2023788,1,7,22,28,29,32,10
2023789,3,13,17,20,26,29,8
2023790,1,3,8,11,12,21,6
2023791,6,12,13,18,22,25,13
2023792,1,13,17,23,24,26,3
2023793,6,18,19,24,27,32,12
2023794,7,8,15,18,20,23,13
2023795,1,4,6,14,17,32,3
2023796,4,11,17,19,26,33,9
2023797,13,16,17,19,29,31,8
2023798,15,19,22,29,30,33,1
2023799,3,8,9,13,21,31,8
2023800,12,14,15,17,18,21,1
2023801,3,10,13,16,17,22,11
2023802,5,7,11,12,16,32,9
2023803,7,8,12,13,16,24,8
2023804,7,8,14,17,27,31,12
2023805,3,4,7,10,22,30,16
2023806,1,3,12,16,20,28,11
2023807,6,16,17,18,25,32,9
2023808,2,5,15,19,25,26,14
2023809,3,12,13,17,28,31,6
2023810,8,11,15,17,23,30,1
2023811,1,4,11,13,14,19,12
2023812,8,9,12,17,18,30,16
2023813,6,7,14,16,22,24,14
2023814,9,13,15,24,28,33,6
2023815,4,9,15,24,27,33,8
2023816,5,7,24,25,26,28,5
2023817,1,5,6,14,16,31,11
2023818,9,18,19,20,28,32,2
2023819,2,6,7,23,26,32,9
2023820,7,9,11,15,24,31,12
2023821,1,4,12,14,17,24,12
2023822,10,11,12,13,25,32,16
2023823,6,10,13,15,20,29,5
2023824,11,14,19,20,21,22,13
2023825,5,6,8,11,30,32,11
2023826,9,13,18,19,20,21,15
2023827,6,14,24,28,29,30,1
2023828,9,16,22,23,24,33,3
2023829,3,4,11,13,14,30,16
2023830,2,4,13,17,25,31,3
2023831,3,5,7,17,20,21,13
2023832,8,10,15,20,24,32,5
2023833,1,2,9,11,12,22,11
2023834,9,18,28,30,31,32,15
2023835,9,12,15,19,20,21,14
2023836,8,16,18,20,23,26,3
2023837,5,9,12,14,20,29,10
2023838,1,17,25,27,28,33,5
2023839,1,16,18,19,23,33,16
2023840,1,14,20,25,26,31,10
2023841,1,7,12,14,15,18,14
2023842,6,16,21,23,24,26,13
2023843,3,9,14,15,21,25,8
2023844,18,19,21,24,26,33,9
2023845,3,5,6,13,27,28,10
2023846,8,9,15,20,23,30,16
2023847,1,2,5,13,18,21,1
2023848,5,7,9,10,12,23,15
2023849,1,3,5,15,16,33,7
2023850,10,16,22,26,27,30,12
2023851,3,11,25,27,30,32,5
2023852,3,4,13,18,25,32,16
2023853,9,12,13,27,29,30,13
2023854,1,8,13,23,25,32,15
2023855,3,7,15,16,24,25,4
2023856,10,11,13,14,22,31,6
2023857,3,8,9,10,16,21,7
2023858,4,7,22,24,28,32,8
2023859,1,6,9,21,26,28,4
2023860,1,2,16,19,26,33,16
2023861,3,6,8,10,24,25,16
2023862,2,6,21,22,25,30,2
2023863,4,10,18,23,26,33,5
2023864,11,15,18,21,26,32,12
2023865,1,12,13,23,29,32,5
2023866,3,15,16,17,18,23,10
2023867,6,12,13,18,19,32,11
2023868,18,20,27,28,30,31,6
2023869,5,9,10,15,27,32,12
2023870,1,13,17,21,25,30,6
2023871,2,8,11,20,24,25,3
2023872,13,16,17,22,25,33,5
2023873,4,11,14,19,21,32,4
2023874,3,5,6,27,28,33,2
2023875,2,4,7,13,16,32,13
2023876,2,8,12,17,20,32,3
2023877,1,14,16,21,27,29,3
2023878,4,12,14,18,24,30,12
2023879,2,3,4,17,18,24,10
2023880,4,5,14,17,29,31,8
2023881,7,8,13,17,22,25,6
2023882,7,12,19,21,25,27,15
2023883,6,7,18,26,28,31,13
2023884,6,18,20,22,32,33,15
2023885,11,12,18,21,23,28,14
2023886,8,18,19,20,21,28,7
2023887,12,13,15,17,25,30,1
2023888,1,3,5,17,19,20,10
2023889,1,7,8,11,20,28,1
2023890,2,4,10,12,15,18,5
2023891,8,9,12,17,19,29,8
2023892,3,13,17,19,20,30,7
2023893,5,6,16,21,26,30,4
2023894,3,13,19,20,24,26,3
2023895,4,12,14,22,27,29,14
2023896,8,15,20,21,24,28,1
2023897,2,4,10,11,17,25,5
2023898,2,5,15,21,22,24,13
2023899,6,8,10,14,26,29,13
2023900,3,9,10,11,16,19,2
2023901,3,13,14,17,26,32,5
2023902,7,9,13,16,18,31,7
2023903,3,9,14,16,25,33,11
2023904,6,8,12,14,22,30,12
2023905,1,12,13,20,21,32,10
2023906,11,15,20,23,26,27,5
2023907,3,7,8,27,29,30,12
2023908,2,4,6,8,10,24,5
2023909,1,4,11,19,23,26,10
2023910,1,7,11,24,29,31,7
2023911,14,16,17,18,20,24,5
2023912,2,17,19,22,25,29,2
2023913,2,7,10,11,17,26,9
2023914,1,3,4,13,21,30,9
2023915,1,7,10,21,24,28,13
2023916,4,11,15,17,23,25,16
2023917,6,7,12,15,17,18,1
2023918,3,10,11,16,17,30,16
2023919,1,11,12,22,26,30,12
2023920,2,9,16,17,20,26,9
2023921,2,8,9,18,25,31,5
2023922,3,5,22,24,26,33,13
2023923,5,8,14,15,19,27,10
2023924,5,7,18,21,22,29,5
2023925,9,10,13,17,23,30,5
2023926,6,10,19,21,28,30,11
2023927,5,6,8,11,27,33,1
2023928,10,14,15,21,27,31,9
2023929,1,4,5,6,10,13,9
2023930,1,8,12,15,22,33,3
2023931,9,16,17,20,28,31,12
2023932,5,6,12,16,25,31,7
2023933,1,3,9,14,15,25,14
2023934,3,6,7,13,15,25,15
2023935,8,15,21,28,29,32,14
2023936,3,13,20,24,26,27,11
2023937,3,4,15,17,26,29,2
2023938,2,13,16,18,24,26,2
2023939,10,13,15,19,29,33,10
2023940,2,10,11,14,20,30,5
2023941,3,4,17,24,29,30,6
2023942,1,9,11,14,15,26,6
2023943,3,9,13,15,29,30,11
2023944,3,4,8,11,15,23,12
2023945,6,17,20,24,25,26,6
2023946,2,6,11,25,32,33,5
2023947,2,6,10,11,23,25,14
2023948,10,15,20,24,25,33,6
2023949,1,7,8,9,20,31,9
2023950,1,16,18,28,30,31,1
2023951,7,16,19,22,32,33,15
2023952,1,3,20,27,29,30,8
2023953,2,5,6,14,18,31,12
2023954,2,3,10,19,22,28,10
2023955,2,4,6,14,22,32,6
2023956,12,15,19,24,31,33,12
2023957,3,6,10,11,12,25,13
2023958,3,5,10,18,27,28,16
2023959,8,9,11,23,28,33,14
2023960,2,4,14,19,20,33,3
2023961,11,14,19,20,28,31,9
2023962,9,16,17,19,20,23,16
2023963,8,12,20,23,29,32,10
2023964,1,4,13,15,21,32,4
2023965,2,11,12,14,27,33,7
2023966,1,9,10,13,23,26,3
2023967,11,17,18,20,25,33,1
2023968,8,11,13,19,22,24,1
2023969,11,12,13,22,27,31,16
2023970,3,5,16,21,30,31,15
2023971,14,22,24,26,27,30,2
2023972,1,7,18,20,21,31,11
2023973,1,5,9,23,27,32,11
2023974,6,11,13,19,20,25,4
2023975,2,9,14,20,21,23,3
2023976,10,12,15,16,27,32,7
2023977,2,4,12,20,26,32,7
2023978,1,6,16,17,26,29,5
2023979,13,16,22,24,28,30,10
2023980,4,10,21,25,27,28,5
2023981,3,13,14,15,23,28,4
2023982,1,2,20,22,28,30,3
2023983,2,4,17,22,29,30,10
2023984,2,7,11,20,21,29,7
2023985,9,11,13,18,19,25,15
2023986,4,5,6,8,9,18,1
2023987,7,12,18,30,32,33,11
2023988,10,18,23,26,31,32,8
2023989,5,10,11,20,29,33,15
2023990,1,4,9,16,22,29,2
2023991,2,3,7,13,14,25,6
2023992,7,10,11,23,27,29,3
2023993,3,9,23,26,27,30,15
2023994,7,10,21,22,23,30,15
2023995,5,8,15,28,31,33,9
2023996,6,11,22,23,24,26,11
2023997,1,3,4,16,30,32,12
2023998,6,10,25,28,30,31,12
2023999,7,9,13,23,26,27,4
2024000,5,10,15,18,21,26,13
2024001,6,8,16,18,20,27,16
2024002,5,7,11,23,25,27,14
2024003,6,8,18,22,23,28,3
2024004,8,11,15,19,20,32,4
2024005,3,10,12,13,20,29,4
2024006,2,16,21,22,25,32,3
2024007,9,14,19,25,29,31,1
2024008,10,13,15,18,32,33,15
2024009,10,11,13,14,22,29,10
2024010,1,3,19,20,23,28,13
2024011,2,9,12,18,19,29,2
2024012,1,4,10,23,28,30,1
2024013,13,16,19,21,23,28,11
2024014,7,13,14,18,25,26,6
2024015,7,9,13,18,27,31,12
2024016,5,10,22,27,28,32,5
2024017,1,5,21,24,32,33,16
2024018,3,5,9,21,26,28,14
2024019,6,15,17,20,28,30,14
2024020,6,8,12,14,25,29,1
2024021,9,14,16,17,23,32,12
2024022,3,12,16,19,23,33,4
2024023,5,6,17,24,30,31,9
2024024,3,6,17,20,29,30,8
2024025,5,18,21,22,26,31,10
2024026,1,4,16,18,22,25,15
2024027,11,14,19,24,31,33,12
2024028,2,6,19,20,23,33,10
2024029,4,6,16,17,19,21,2
2024030,2,3,5,10,16,19,3
2024031,5,9,17,18,20,29,9
2024032,1,6,8,19,20,24,5
2024033,6,9,24,26,29,31,8
2024034,2,12,17,26,28,32,11
2024035,5,6,10,20,27,30,16
2024036,8,15,22,24,25,27,6
2024037,2,9,14,21,23,25,4
2024038,4,10,11,13,15,16,16
2024039,13,15,16,22,23,25,9
2024040,1,10,15,26,28,33,13
2024041,3,4,18,21,30,33,12
2024042,9,11,18,26,28,30,4
2024043,15,17,22,24,25,26,8
2024044,6,11,13,22,23,32,1
2024045,1,4,5,14,17,33,4
2024046,8,9,10,23,24,29,7
2024047,2,3,20,31,32,33,7
2024048,3,5,8,20,28,33,13
2024049,6,8,9,10,12,23,15
2024050,5,9,14,25,30,32,11
2024051,3,9,11,17,25,31,2
2024052,2,9,11,25,27,33,9
2024053,3,7,12,16,20,29,13
2024054,4,5,12,18,25,32,14
2024055,7,9,14,15,23,30,4
2024056,3,5,9,19,24,33,15
2024057,1,2,5,21,30,32,2
2024058,5,11,13,18,23,25,1
2024059,13,14,16,28,32,33,3
2024060,1,13,15,23,25,27,16
2024061,8,10,11,13,22,23,2
2024062,3,6,11,18,24,28,15
2024063,2,6,13,18,19,32,7
2024064,4,20,21,23,25,29,12
2024065,6,15,21,24,29,32,7
2024066,1,3,7,9,19,24,8
2024067,3,18,21,25,26,32,10
2024068,1,2,11,29,31,32,2
2024069,3,4,7,13,22,26,15
2024070,2,3,10,15,24,30,5
2024071,2,16,20,30,32,33,8
2024072,1,2,6,9,10,21,4
2024073,3,11,19,27,30,31,4
2024074,8,20,26,31,32,33,3
2024075,11,13,24,26,27,28,13
2024076,5,8,18,19,21,22,11
2024077,3,6,11,14,19,32,4
2024078,6,10,14,18,23,25,12
2024079,2,8,11,19,29,30,5
2024080,1,6,7,16,25,32,3
2024081,1,3,6,23,30,33,10
2024082,5,7,23,27,30,31,9
2024083,6,8,20,23,27,29,2
2024084,3,12,20,21,27,32,10
2024085,1,7,8,18,23,27,4
2024086,7,17,18,24,25,28,8
2024087,2,4,7,9,14,30,5
2024088,2,6,22,31,32,33,2
2024089,7,9,11,14,19,24,15
2024090,2,3,6,7,18,24,6
2024091,2,3,4,8,17,32,15
2024092,7,11,21,22,24,27,8
2024093,4,8,21,24,31,33,14
2024094,3,8,13,16,25,29,16
2024095,4,5,7,15,20,28,6
2024096,5,7,15,24,25,32,12
2024097,2,5,11,13,18,23,2
2024098,4,9,15,18,28,29,14
2024099,8,10,11,20,22,29,6
2024100,3,11,14,15,17,28,16
2024101,1,9,14,15,27,31,14
2024102,8,11,14,16,19,33,5
2024103,1,2,16,24,27,31,2
2024104,16,23,26,28,30,32,4
2024105,3,8,18,25,29,32,1
2024106,5,8,10,12,14,27,3
2024107,2,6,10,22,23,31,15
2024108,2,5,15,25,28,30,13
2024109,12,15,21,23,24,31,1
2024110,5,11,17,23,25,29,2
2024111,9,19,20,23,25,28,7
2024112,2,6,17,22,24,30,12
2024113,4,8,12,13,15,20,2
2024114,6,18,21,23,24,33,3
2024115,4,8,9,11,14,18,16
2024116,9,11,12,14,15,29,14
2024117,3,4,12,15,18,30,16
2024118,8,16,18,22,23,33,10
2024119,22,23,24,26,29,31,3
2024120,3,6,13,30,31,33,10
2024121,4,5,6,7,9,23,5
2024122,7,10,17,21,28,32,1
2024123,5,16,18,19,22,27,12
2024124,1,10,21,24,27,29,7
2024125,2,5,8,26,27,28,11
2024126,11,21,22,26,27,31,16
2024127,5,10,19,26,29,30,10
2024128,8,10,11,12,16,17,2
2024129,6,10,15,20,23,33,6
2024130,6,12,19,23,27,29,5
2024131,2,4,11,16,19,33,5
2024132,6,7,12,17,18,29,2
2024133,5,12,15,18,21,23,6
2024134,1,8,13,16,20,30,5
2024135,1,5,18,21,24,30,11
2024136,10,19,25,29,31,33,5
2024137,4,16,22,23,24,29,2
2024138,1,8,9,10,13,20,8
2024139,2,3,11,20,23,29,7
2024140,1,3,7,15,18,32,15
2024141,6,7,11,16,20,26,2
2024142,5,14,23,24,26,28,12
2024143,1,10,12,24,25,29,10
2024144,6,7,15,24,29,33,14
2024145,6,14,19,24,26,29,14
2024146,5,6,7,9,10,16,11
2024147,1,3,5,14,21,25,9
2024148,12,15,18,19,23,27,5
2024149,10,12,13,18,27,33,16
2024150,3,10,16,19,20,27,15
2024151,1,2,5,9,15,26,10
2024152,8,10,21,22,29,31,14
2024153,8,12,21,23,30,32,1
2024154,3,8,16,18,20,24,12
2024155,9,21,22,28,31,32,16
2024156,1,8,17,19,24,32,9
2024157,4,5,11,15,23,33,5
2024158,2,9,11,12,14,23,12
2024159,3,4,10,17,19,21,7
2024160,6,7,12,18,20,25,11
2024161,9,20,21,22,23,29,12
2024162,1,5,7,23,27,30,10
2024163,4,6,11,14,24,32,7
2024164,7,10,15,18,26,27,4
2024165,3,4,27,30,32,33,5
2024166,2,10,12,23,31,32,5
2024167,1,6,10,22,23,29,4
2024168,5,9,15,23,28,30,8
2024169,3,5,7,9,14,20,4
2024170,2,5,14,16,25,31,2
2024171,2,7,13,17,22,26,2
2024172,2,3,8,9,30,31,10
2024173,1,4,7,20,26,32,7
2024174,1,3,5,12,23,28,9
2024175,6,17,23,25,28,33,8
2024176,4,5,19,25,27,33,1
2024177,6,10,13,14,25,31,1
2024178,7,14,17,23,28,30,16
2024179,4,6,12,15,22,24,12
2024180,7,8,14,17,25,28,4
2024181,4,5,8,15,17,21,16
2024182,2,3,18,19,24,33,11
2024183,8,10,13,15,20,32,10
2024184,10,14,15,18,28,29,14
2024185,5,13,16,26,27,29,12
2024186,1,4,12,16,22,31,13
2024187,4,5,6,13,29,33,4
2024188,5,7,11,12,30,33,13
2024189,8,14,15,16,24,27,9
2024190,12,16,18,20,22,26,13
2024191,4,5,15,18,25,32,4
2024192,5,8,16,17,21,32,1
2024193,3,4,7,16,22,27,1
2024194,5,11,12,20,22,25,10
2024195,5,7,17,22,25,30,16
2024196,10,13,16,22,29,30,9
2024197,2,14,22,25,31,32,4
2024198,11,13,15,25,28,29,15
2024199,3,6,18,22,28,33,10
2024200,5,10,11,14,23,32,13
2024201,8,16,19,22,30,32,16
2024202,2,9,11,13,17,31,16
2024203,2,10,11,23,25,33,1
2024204,3,9,12,26,27,30,1
2024205,4,12,14,22,25,29,14
2024206,4,8,22,23,29,30,10
2024207,4,5,6,10,11,28,6
2024208,2,15,21,22,28,33,14
2024209,1,9,16,23,27,33,1
2024210,11,13,19,21,25,31,4
2024211,7,11,22,23,32,33,16
2024212,6,10,12,20,22,33,14
2024213,3,13,21,26,28,32,7
2024214,2,10,13,17,19,33,8
2024215,3,6,7,9,11,19,16
2024216,3,12,14,21,26,28,10
2024217,11,14,18,20,22,33,7
2024218,9,15,17,20,26,27,6
2024219,2,7,12,16,19,22,15
2024220,18,19,21,24,28,30,2
2024221,5,8,13,15,24,30,10
2024222,3,11,27,28,32,33,7
2024223,6,10,18,21,27,33,9
2024224,4,5,7,8,16,26,1
2024225,14,15,16,18,20,33,14
2024226,1,3,5,6,9,13,9
2024227,2,12,18,21,24,28,16
2024228,2,3,4,11,28,29,10
2024229,5,12,22,27,29,31,3
2024230,4,8,9,19,24,26,4
2024231,3,8,17,20,29,32,4
2024232,13,19,21,22,24,27,8
2024233,4,5,6,7,14,28,9
2024234,2,9,19,27,28,29,16
2024235,8,11,14,16,18,24,8
2024236,10,12,16,18,23,31,10
2024237,2,3,22,24,26,27,2
2024238,10,13,16,17,18,21,12
2024239,1,8,13,15,16,28,13
2024240,3,17,20,25,27,30,8
2024241,6,14,15,20,28,29,11
2024242,3,9,27,28,32,33,16
2024243,11,23,27,30,31,32,14
2024244,3,7,9,11,17,23,12
2024245,1,15,21,23,25,27,2
2024246,1,5,12,21,26,29,13
2024247,3,4,11,13,19,20,6
2024248,9,14,16,20,22,28,11
2024249,5,9,24,28,29,31,6
2024250,3,7,12,14,19,21,6
2024251,19,25,26,27,29,31,8
2024252,2,18,20,21,30,33,8
2024253,6,7,9,23,28,30,6
2024254,4,9,14,20,26,31,5
2024255,1,4,6,19,24,33,14
2024256,4,7,8,23,30,32,7
2024257,5,13,16,18,19,24,14
2024258,10,14,22,24,27,33,7
2024259,1,5,12,14,26,27,10
2024260,8,12,15,16,17,20,15
2024261,1,5,6,11,16,28,13
2024262,14,20,23,24,25,33,9
2024263,2,5,7,11,18,30,8
2024264,20,22,23,26,31,33,2
2024265,1,10,13,17,20,32,13
2024266,2,9,18,24,29,31,6
2024267,11,15,16,17,32,33,5
2024268,5,6,14,17,21,23,9
2024269,2,5,8,16,21,28,9
2024270,9,10,24,28,29,30,9
2024271,6,11,21,24,28,29,16
2024272,2,5,7,10,29,31,8
2024273,3,6,9,12,16,23,15
2024274,2,8,16,28,29,30,15
2024275,4,15,16,23,28,32,5
2024276,3,7,8,10,23,28,6
2024277,11,18,19,22,29,31,7
2024278,1,3,8,12,14,30,16
2024279,1,7,10,22,29,32,4
2024280,4,19,24,26,27,30,11
2024281,2,3,10,15,23,27,16
2024282,1,11,18,20,22,30,2
2024283,21,24,26,29,30,31,5
2024284,4,10,11,14,21,26,2
2024285,3,5,6,9,13,25,8
2024286,1,6,7,26,28,32,13
2024287,5,19,21,25,26,31,4
2024288,14,20,24,26,31,32,10
2024289,4,9,12,22,23,27,7
2024290,9,13,16,29,32,33,14
2024291,6,12,20,26,28,33,14
2024292,2,6,11,15,17,28,8
2024293,10,17,21,30,31,32,3
2024294,3,14,16,19,26,30,10
2024295,9,10,22,27,29,33,8
2024296,2,3,18,19,28,32,2
2024297,4,7,14,17,30,33,15
2024298,3,9,17,19,23,25,1
2024299,6,8,26,27,30,31,13
2024300,3,6,10,14,23,29,11
2024301,9,11,20,26,29,30,6
2024302,3,9,12,14,20,24,4
2024303,1,2,4,13,28,31,6
2024304,13,22,23,28,30,31,16
2024305,20,22,23,24,30,31,13
2024306,1,5,6,7,20,31,4
2024307,1,2,7,13,16,28,5
2024308,16,21,26,27,28,32,7
2024309,5,6,15,16,20,25,14
2024310,2,5,6,8,24,29,15
2024311,1,15,19,28,31,32,8
2024312,13,19,27,30,32,33,2
2024313,1,4,21,22,23,28,14
2024314,19,20,24,27,31,32,10
2024315,3,13,16,17,19,32,16
2024316,1,4,14,15,17,19,11
2024317,5,14,16,18,21,29,4
2024318,1,14,15,23,32,33,6
2024319,8,12,13,15,16,19,8
2024320,5,10,22,24,29,30,13
2024321,16,24,26,27,28,31,6
2024322,3,14,19,22,23,24,16
2024323,6,7,9,12,16,20,4
2024324,7,8,10,18,27,32,2
2024325,2,9,12,22,23,29,6
2024326,3,11,12,14,26,32,4
2024327,8,9,15,16,18,32,11
2024328,3,9,18,23,25,29,5
2024329,2,7,15,23,26,33,15
2024330,7,8,20,26,30,31,4
2024331,3,4,6,7,21,28,7
2024332,10,11,15,23,24,33,16
2024333,7,10,11,12,21,27,5
2024334,8,13,14,15,25,29,1
2024335,6,10,11,16,17,31,3
2024336,12,14,18,23,24,25,8
2024337,5,8,10,26,27,31,14
2024338,15,17,27,28,29,33,12
2024339,1,2,5,23,25,29,3
2024340,6,11,13,22,25,33,14
2024341,2,4,21,22,25,26,5
2024342,4,13,14,19,22,29,10
2024343,1,9,17,21,23,27,5
2024344,7,18,21,26,29,32,15
2024345,7,10,23,25,26,29,3
2024346,3,13,22,24,29,30,5
2024347,3,10,14,17,18,19,11
2024348,1,2,11,18,26,29,9
2024349,4,14,16,17,20,24,2
2024350,4,12,17,21,24,32,2
2024351,1,8,10,19,24,29,15
2024352,16,19,22,24,26,29,8
2024353,10,20,22,23,26,27,5
2024354,4,11,16,17,19,25,7
2024355,4,5,14,23,24,30,14
2024356,2,5,6,14,29,33,16
2024357,3,12,14,17,22,29,13
2024358,14,16,17,19,21,26,15
2024359,5,6,17,27,32,33,5
2024360,5,17,23,28,30,32,4
2024361,2,6,14,16,24,30,12
2024362,4,8,12,19,27,31,10
2024363,3,4,10,12,30,32,10
2024364,1,5,19,26,29,32,14
2024365,4,6,7,10,20,29,16
2024366,1,3,8,12,18,28,2
2024367,10,15,19,27,31,32,11
2024368,20,24,25,27,31,32,5
2024369,9,15,22,25,30,32,5
2024370,6,20,21,22,26,30,14
2024371,11,13,15,18,25,29,2
2024372,3,6,18,21,28,29,1
2024373,3,7,8,18,20,21,2
2024374,1,4,13,17,29,31,6
2024375,2,7,8,18,26,27,15
2024376,2,6,13,16,19,21,1
2024377,1,6,14,22,28,32,11
2024378,3,4,17,18,25,30,6
2024379,3,6,9,10,19,25,5
2024380,2,6,20,22,27,33,11
2024381,2,10,12,13,23,32,4
2024382,9,10,11,14,21,29,13
2024383,4,7,8,20,25,33,8
2024384,2,4,9,25,31,32,11
2024385,1,3,14,16,27,30,8
2024386,2,4,18,19,22,32,8
2024387,3,9,14,15,19,20,7
2024388,6,8,10,18,24,26,14
2024389,1,3,15,27,29,30,10
2024390,1,2,9,11,16,30,9
2024391,7,19,21,23,25,27,10
2024392,3,11,18,19,24,33,10
2024393,4,5,6,23,26,27,9
2024394,11,14,17,20,26,28,11
2024395,8,9,11,17,22,29,11
2024396,1,11,14,20,30,31,5
2024397,1,22,29,31,32,33,6
2024398,3,13,18,25,27,32,3
2024399,2,4,12,22,27,29,13
2024400,6,23,25,26,27,32,1
2024401,7,8,12,15,30,32,1
2024402,2,9,15,22,23,25,12
2024403,6,10,13,20,21,27,8
2024404,2,9,12,15,31,32,16
2024405,1,7,13,14,21,27,4
2024406,6,7,18,22,32,33,6
2024407,3,5,9,24,32,33,8
2024408,1,13,18,22,23,28,9
2024409,1,14,21,22,30,31,2
2024410,4,9,14,21,28,32,15
2024411,2,17,24,25,32,33,8
2024412,4,14,15,18,30,32,11
2024413,1,3,7,11,19,26,1
2024414,3,7,8,15,28,31,6
2024415,3,4,20,21,22,30,1
2024416,1,19,26,28,31,33,11
2024417,4,8,11,16,17,32,2
2024418,3,16,20,22,25,31,15
2024419,2,3,4,7,19,29,2
2024420,3,21,23,25,28,29,5
2024421,2,4,10,20,21,29,14
2024422,2,5,7,18,22,30,10
2024423,4,14,20,25,26,33,8
2024424,1,13,14,15,26,30,4
2024425,2,11,15,17,19,22,7
2024426,1,3,7,20,23,33,7
2024427,9,12,14,16,17,24,15
2024428,2,5,12,16,26,29,5
2024429,12,17,20,21,25,28,10
2024430,10,11,16,20,32,33,10
2024431,1,17,19,22,24,29,5
2024432,4,16,17,18,27,30,2
2024433,7,21,23,28,30,31,3
2024434,13,16,22,23,29,33,15
2024435,10,11,14,20,22,33,6
2024436,2,7,16,26,29,30,8
2024437,1,8,15,20,23,32,7
2024438,11,16,24,25,27,31,13
2024439,1,6,12,14,26,27,1
2024440,1,4,5,18,23,33,10
2024441,12,13,19,21,25,29,2
2024442,2,6,7,8,10,13,9
2024443,6,8,12,18,22,28,7
2024444,1,2,4,9,12,27,5
2024445,7,8,10,11,25,30,15
2024446,6,12,16,22,24,26,14
2024447,5,8,26,29,31,33,7
2024448,11,12,13,20,23,25,14
2024449,3,7,16,19,20,25,10
2024450,2,8,10,21,26,32,9
2024451,3,7,9,24,26,32,16
2024452,5,11,13,17,21,25,12
2024453,6,11,12,23,30,32,16
2024454,9,13,19,21,31,32,2
2024455,7,14,15,28,29,32,8
2024456,10,13,14,26,29,32,6
2024457,3,5,17,18,24,25,3
2024458,8,12,17,19,29,33,2
2024459,14,15,22,30,31,33,14
2024460,1,9,11,13,24,32,6
2024461,3,9,12,15,21,29,3
2024462,4,6,8,9,19,26,4
2024463,2,5,7,11,18,24,7
2024464,10,17,22,24,25,27,9
2024465,9,13,23,24,25,28,9
2024466,1,10,12,20,26,27,13
2024467,1,16,17,21,25,26,5
2024468,7,8,15,24,26,30,16
2024469,11,15,24,27,30,33,3
2024470,13,14,21,23,25,31,7
2024471,1,12,18,28,29,33,5
2024472,1,9,16,20,24,31,12
2024473,14,15,22,25,31,33,13
2024474,1,19,20,21,26,31,2
2024475,9,10,11,19,21,31,13
2024476,3,13,14,18,25,31,13
2024477,4,11,13,15,19,31,10
2024478,4,6,11,18,22,33,2
2024479,2,3,6,7,13,32,10
2024480,3,10,14,15,17,22,15
2024481,1,4,6,11,17,24,14
2024482,4,5,11,14,18,26,16
2024483,5,7,25,28,29,31,5
2024484,14,20,22,23,27,33,16
2024485,7,11,17,19,20,23,15
2024486,1,3,5,13,15,18,13
2024487,16,19,22,29,30,33,15
2024488,3,10,21,24,30,32,15
2024489,13,20,23,26,27,32,6
2024490,6,16,20,24,27,29,14
2024491,6,22,23,25,30,33,4
2024492,3,6,8,26,28,29,9
2024493,5,7,19,23,24,30,16
2024494,3,4,8,12,25,27,11
2024495,6,7,9,17,27,29,2
2024496,2,3,21,22,23,30,15
2024497,7,13,22,24,25,28,13
2024498,1,3,4,5,9,23,11
2024499,3,15,18,30,32,33,8
2024500,9,16,27,29,30,32,6
2024501,2,4,6,10,11,20,4
2024502,1,3,11,22,25,26,9
2024503,6,7,10,12,23,29,2
2024504,2,14,21,23,27,29,4
2024505,1,2,15,20,25,32,2
2024506,8,12,13,25,30,31,7
2024507,1,2,6,11,14,30,7
2024508,4,5,15,26,29,31,6
2024509,3,4,11,14,17,27,11
2024510,7,13,18,20,21,32,14
2024511,4,7,8,11,12,15,6
2024512,1,11,13,21,26,33,7
2024513,3,9,15,22,27,30,12
2024514,3,5,7,10,14,29,16
2024515,4,7,9,11,20,32,13
2024516,6,9,21,22,23,25,11
2024517,1,5,11,19,20,31,15
2024518,1,15,17,19,23,25,8
2024519,2,8,10,14,24,32,8
2024520,4,5,6,10,12,16,7
2024521,2,7,8,10,21,25,15
2024522,9,11,21,22,26,32,2
2024523,1,8,19,25,27,28,11
2024524,2,7,16,18,22,33,8
2024525,6,11,15,17,25,33,1
2024526,2,3,5,7,21,32,5
2024527,3,6,9,14,18,19,7
2024528,6,10,14,15,16,24,6
2024529,6,8,13,14,16,20,10
2024530,7,9,19,21,29,31,16
2024531,6,13,16,24,31,33,15
2024532,5,25,26,27,28,33,16
2024533,2,3,14,25,28,32,10
2024534,9,10,12,13,15,33,15
2024535,3,16,18,19,20,25,11
2024536,1,5,7,9,31,32,1
2024537,13,14,16,24,30,33,12
2024538,3,10,19,21,25,32,14
2024539,3,6,8,13,19,30,7
2024540,17,24,25,28,30,31,12
2024541,12,21,23,30,32,33,2
2024542,8,16,24,25,28,30,2
2024543,2,5,21,22,23,24,9
2024544,8,9,10,19,20,30,6
2024545,1,3,8,21,23,25,13
2024546,6,7,14,17,26,30,6
2024547,10,17,18,23,28,32,13
2024548,20,24,25,27,28,29,3
2024549,5,7,9,23,24,27,7
2024550,1,6,16,20,26,27,1
2024551,5,7,14,17,23,25,14
