期号,红1,红2,红3,红4,红5,红6,蓝,六爻1,六爻2,六爻3,六爻4,六爻5,六爻6
2023464,5,12,13,17,23,24,14,0,1,0,0,1,0
2023465,6,9,14,16,21,25,6,1,0,0,1,1,0
2023466,5,6,10,11,32,33,15,0,0,0,0,0,1
2023467,1,4,5,16,23,31,7,1,1,1,0,0,1
2023468,14,16,22,25,31,32,15,0,1,1,1,0,1
2023469,1,3,11,19,26,32,8,1,0,1,0,1,1
2023470,3,8,9,10,18,19,6,0,0,1,1,1,1
2023471,4,17,18,19,30,32,4,1,1,0,0,0,0
2023472,2,18,24,25,27,33,15,0,1,0,1,0,0
2023473,4,14,21,24,27,28,8,1,0,0,0,1,0
2023474,3,9,12,15,20,28,3,0,0,0,1,1,0
2023475,7,8,25,26,29,32,12,1,1,1,1,1,0
2023476,5,7,11,20,26,28,7,0,1,1,0,0,1
2023477,4,9,18,20,23,31,6,1,0,1,1,0,1
2023478,9,10,19,21,28,32,4,0,0,1,0,1,1
2023479,2,9,27,28,30,33,5,1,1,0,1,1,1
2023480,5,9,11,16,23,27,8,0,1,0,0,0,0
2023481,5,9,19,21,26,32,14,1,0,0,1,0,0
2023482,3,21,25,26,29,33,3,0,0,0,0,1,0
2023483,12,18,23,26,29,30,15,1,1,1,0,1,0
2023484,1,19,21,25,28,32,3,0,1,1,1,1,0
2023485,3,18,23,26,28,30,13,1,0,1,0,0,1
2023486,7,9,14,16,27,28,11,0,0,1,1,0,1
2023487,5,18,19,22,30,33,16,1,1,0,0,1,1
2023488,2,4,21,22,26,32,15,0,1,0,1,1,1
2023489,2,6,8,15,28,30,15,1,0,0,0,0,0
2023490,1,5,7,21,23,28,10,0,0,0,1,0,0
2023491,3,9,11,12,18,21,3,1,1,1,1,0,0
2023492,2,10,11,13,21,24,8,0,1,1,0,1,0
2023493,1,4,6,7,23,28,16,1,0,1,1,1,0
2023494,5,8,9,17,19,22,15,0,0,1,0,0,1
2023495,1,4,11,23,27,33,14,1,1,0,1,0,1
2023496,3,8,9,13,31,32,4,0,1,0,0,1,1
2023497,5,7,10,12,21,29,13,1,0,0,1,1,1
2023498,1,3,9,10,17,19,6,0,0,0,0,0,0
2023499,7,21,23,24,29,31,5,1,1,1,0,0,0
2023500,3,4,7,27,28,29,5,0,1,1,1,0,0
2023501,8,11,12,14,25,26,5,1,0,1,0,1,0
2023502,3,8,16,18,21,32,10,0,0,1,1,1,0
2023503,2,7,17,20,30,32,7,1,1,0,0,0,1
2023504,2,19,21,26,29,33,8,0,1,0,1,0,1
2023505,4,8,16,21,25,32,3,1,0,0,0,1,1
2023506,1,5,11,13,24,30,14,0,0,0,1,1,1
2023507,3,12,16,24,25,31,1,1,1,1,1,1,1
2023508,1,2,5,7,9,29,13,0,1,1,0,0,0
2023509,17,19,21,23,25,33,14,1,0,1,1,0,0
2023510,3,18,21,26,28,29,5,0,0,1,0,1,0
2023511,3,6,7,10,17,18,5,1,1,0,1,1,0
2023512,19,21,25,26,27,33,3,0,1,0,0,0,1
2023513,2,8,20,24,28,32,8,1,0,0,1,0,1
2023514,4,6,15,20,28,29,2,0,0,0,0,1,1
2023515,1,4,5,12,20,23,1,1,1,1,0,1,1
2023516,11,12,17,29,31,32,9,0,1,1,1,1,1
2023517,5,11,24,25,28,32,9,1,0,1,0,0,0
2023518,2,8,9,11,14,26,3,0,0,1,1,0,0
2023519,5,12,15,16,17,33,2,1,1,0,0,1,0
2023520,6,9,11,12,25,32,4,0,1,0,1,1,0
2023521,1,2,8,15,17,24,1,1,0,0,0,0,1
2023522,3,5,12,13,16,33,6,0,0,0,1,0,1
2023523,3,8,11,14,27,31,11,1,1,1,1,0,1
2023524,4,5,12,17,18,19,2,0,1,1,0,1,1
2023525,2,12,13,15,17,26,3,1,0,1,1,1,1
2023526,10,11,19,25,28,30,3,0,0,1,0,0,0
2023527,1,7,10,12,19,30,10,1,1,0,1,0,0
2023528,12,16,19,25,30,33,7,0,1,0,0,1,0
2023529,1,10,14,16,30,31,8,1,0,0,1,1,0
2023530,1,11,23,25,31,32,13,0,0,0,0,0,1
2023531,7,8,14,17,20,32,16,1,1,1,0,0,1
2023532,2,3,4,9,10,23,8,0,1,1,1,0,1
2023533,3,15,19,24,27,32,4,1,0,1,0,1,1
2023534,3,9,13,21,27,33,2,0,0,1,1,1,1
2023535,8,9,10,28,32,33,11,1,1,0,0,0,0
2023536,8,9,11,15,21,26,3,0,1,0,1,0,0
2023537,4,9,13,19,25,31,5,1,0,0,0,1,0
2023538,7,11,14,15,31,32,4,0,0,0,1,1,0
2023539,9,10,14,15,23,31,4,1,1,1,1,1,0
2023540,6,10,11,22,26,27,2,0,1,1,0,0,1
2023541,3,5,8,14,21,23,12,1,0,1,1,0,1
2023542,4,9,10,22,26,27,6,0,0,1,0,1,1
2023543,2,15,18,24,26,28,8,1,1,0,1,1,1
2023544,4,5,7,26,30,32,4,0,1,0,0,0,0
2023545,1,4,5,8,25,27,7,1,0,0,1,0,0
2023546,3,21,22,24,26,30,9,0,0,0,0,1,0
2023547,2,3,5,7,21,29,15,1,1,1,0,1,0
2023548,6,9,26,27,28,29,11,0,1,1,1,1,0
2023549,2,3,6,8,15,31,14,1,0,1,0,0,1
2023550,1,13,14,22,26,32,6,0,0,1,1,0,1
2023551,6,9,14,23,29,30,15,1,1,0,0,1,1
2023552,3,8,10,20,30,31,10,0,1,0,1,1,1
2023553,2,16,18,27,29,32,3,1,0,0,0,0,0
2023554,5,7,14,18,21,25,8,0,0,0,1,0,0
2023555,2,12,16,23,25,26,16,1,1,1,1,0,0
2023556,1,6,9,13,21,23,11,0,1,1,0,1,0
2023557,2,9,15,25,26,29,2,1,0,1,1,1,0
2023558,6,8,19,23,25,31,4,0,0,1,0,0,1
2023559,9,16,18,26,27,33,2,1,1,0,1,0,1
2023560,12,15,25,27,28,30,6,0,1,0,0,1,1
2023561,11,12,16,19,24,26,12,1,0,0,1,1,1
2023562,2,5,19,23,30,31,7,0,0,0,0,0,0
2023563,2,3,6,16,20,32,2,1,1,1,0,0,0
2023564,1,15,16,17,31,33,11,0,1,1,1,0,0
2023565,6,9,11,13,23,26,11,1,0,1,0,1,0
2023566,2,4,5,19,23,31,4,0,0,1,1,1,0
2023567,5,12,13,22,23,24,4,1,1,0,0,0,1
2023568,5,6,11,20,22,24,14,0,1,0,1,0,1
2023569,6,18,21,23,30,32,12,1,0,0,0,1,1
2023570,10,12,13,15,23,24,10,0,0,0,1,1,1
2023571,1,9,12,19,23,24,13,1,1,1,1,1,1
2023572,3,11,12,20,26,31,8,0,1,1,0,0,0
2023573,3,5,7,11,24,32,8,1,0,1,1,0,0
2023574,3,6,21,23,29,32,11,0,0,1,0,1,0
2023575,1,7,8,9,23,29,3,1,1,0,1,1,0
2023576,1,4,17,23,24,26,2,0,1,0,0,0,1
2023577,6,14,24,25,29,30,16,1,0,0,1,0,1
2023578,4,13,18,23,25,27,16,0,0,0,0,1,1
2023579,3,11,15,26,28,33,2,1,1,1,0,1,1
2023580,2,3,4,9,11,19,11,0,1,1,1,1,1
2023581,3,6,11,18,24,25,3,1,0,1,0,0,0
2023582,1,14,21,22,23,31,6,0,0,1,1,0,0
2023583,2,4,7,11,28,32,7,1,1,0,0,1,0
2023584,8,10,17,22,27,30,4,0,1,0,1,1,0
2023585,4,16,18,19,26,27,5,1,0,0,0,0,1
2023586,1,3,4,10,14,24,16,0,0,0,1,0,1
2023587,1,6,7,13,21,32,10,1,1,1,1,0,1
2023588,4,6,10,26,28,31,13,0,1,1,0,1,1
2023589,3,9,22,29,31,32,13,1,0,1,1,1,1
2023590,6,12,13,24,29,33,15,0,0,1,0,0,0
2023591,3,8,9,15,17,31,9,1,1,0,1,0,0
2023592,4,10,22,23,25,33,3,0,1,0,0,1,0
2023593,8,18,19,23,25,27,2,1,0,0,1,1,0
2023594,18,22,25,27,28,31,16,0,0,0,0,0,1
2023595,3,10,13,16,28,31,2,1,1,1,0,0,1
2023596,4,6,10,15,25,33,6,0,1,1,1,0,1
2023597,2,3,5,13,14,33,14,1,0,1,0,1,1
2023598,9,10,11,13,20,27,3,0,0,1,1,1,1
2023599,6,11,13,18,25,31,9,1,1,0,0,0,0
2023600,1,19,20,23,26,30,14,0,1,0,1,0,0
2023601,5,8,19,27,29,31,4,1,0,0,0,1,0
2023602,7,10,18,26,28,33,12,0,0,0,1,1,0
2023603,13,16,17,19,21,27,16,1,1,1,1,1,0
2023604,3,5,9,12,13,20,13,0,1,1,0,0,1
2023605,3,11,23,26,29,31,8,1,0,1,1,0,1
2023606,4,9,12,29,30,31,1,0,0,1,0,1,1
2023607,9,10,16,20,22,27,4,1,1,0,1,1,1
2023608,9,10,15,24,25,33,11,0,1,0,0,0,0
2023609,3,7,18,20,21,27,15,1,0,0,1,0,0
2023610,14,16,17,24,25,27,12,0,0,0,0,1,0
2023611,3,4,10,11,17,23,13,1,1,1,0,1,0
2023612,2,6,7,9,27,29,7,0,1,1,1,1,0
2023613,2,4,12,15,16,31,7,1,0,1,0,0,1
2023614,13,15,17,18,24,27,4,0,0,1,1,0,1
2023615,2,12,15,16,20,32,6,1,1,0,0,1,1
2023616,6,9,12,23,27,31,3,0,1,0,1,1,1
2023617,2,6,13,19,28,32,7,1,0,0,0,0,0
2023618,7,9,15,21,22,33,14,0,0,0,1,0,0
2023619,2,22,25,28,30,33,1,1,1,1,1,0,0
2023620,6,9,20,21,26,31,1,0,1,1,0,1,0
2023621,10,15,17,20,23,26,9,1,0,1,1,1,0
2023622,9,12,15,25,28,33,7,0,0,1,0,0,1
2023623,17,20,22,27,30,32,13,1,1,0,1,0,1
2023624,1,7,17,22,27,29,12,0,1,0,0,1,1
2023625,3,4,16,19,20,22,11,1,0,0,1,1,1
2023626,9,18,21,28,30,32,10,0,0,0,0,0,0
2023627,2,8,10,13,17,25,13,1,1,1,0,0,0
2023628,1,9,16,21,24,33,10,0,1,1,1,0,0
2023629,2,13,17,24,27,31,7,1,0,1,0,1,0
2023630,15,18,21,22,26,33,16,0,0,1,1,1,0
2023631,6,20,22,23,27,28,6,1,1,0,0,0,1
2023632,5,7,9,16,19,24,6,0,1,0,1,0,1
2023633,6,8,12,22,24,31,10,1,0,0,0,1,1
2023634,9,10,12,19,22,27,15,0,0,0,1,1,1
2023635,2,8,19,21,28,31,3,1,1,1,1,1,1
2023636,4,13,17,22,28,31,13,0,1,1,0,0,0
2023637,2,5,20,27,28,30,5,1,0,1,1,0,0
2023638,13,14,15,19,22,29,5,0,0,1,0,1,0
2023639,3,11,12,16,21,25,6,1,1,0,1,1,0
2023640,1,4,7,9,15,21,6,0,1,0,0,0,1
2023641,3,11,25,26,30,32,5,1,0,0,1,0,1
2023642,13,14,16,28,31,33,1,0,0,0,0,1,1
2023643,1,3,11,12,13,24,7,1,1,1,0,1,1
2023644,1,2,8,21,24,29,12,0,1,1,1,1,1
2023645,4,9,13,17,19,20,10,1,0,1,0,0,0
2023646,2,5,10,11,27,29,15,0,0,1,1,0,0
2023647,5,11,22,28,29,33,16,1,1,0,0,1,0
2023648,6,13,23,26,30,32,1,0,1,0,1,1,0
2023649,5,7,15,24,31,33,1,1,0,0,0,0,1
2023650,4,11,12,21,23,33,2,0,0,0,1,0,1
2023651,2,17,18,20,25,33,2,1,1,1,1,0,1
2023652,2,4,7,14,23,32,15,0,1,1,0,1,1
2023653,8,9,16,18,23,25,5,1,0,1,1,1,1
2023654,1,4,10,14,22,33,9,0,0,1,0,0,0
2023655,4,9,17,27,29,32,4,1,1,0,1,0,0
2023656,4,7,8,16,19,26,7,0,1,0,0,1,0
2023657,10,12,13,14,17,23,6,1,0,0,1,1,0
2023658,3,7,16,23,30,32,11,0,0,0,0,0,1
2023659,1,3,4,16,22,32,16,1,1,1,0,0,1
2023660,3,6,10,17,24,25,4,0,1,1,1,0,1
2023661,9,10,15,17,31,32,2,1,0,1,0,1,1
2023662,2,7,10,12,28,31,12,0,0,1,1,1,1
2023663,4,21,24,28,30,32,2,1,1,0,0,0,0
2023664,1,6,9,11,21,22,12,0,1,0,1,0,0
2023665,3,12,18,24,29,33,11,1,0,0,0,1,0
2023666,8,9,12,13,15,31,13,0,0,0,1,1,0
2023667,6,21,26,27,29,31,4,1,1,1,1,1,0
2023668,4,6,9,28,31,32,14,0,1,1,0,0,1
2023669,6,13,20,25,29,31,12,1,0,1,1,0,1
2023670,2,4,9,16,30,31,14,0,0,1,0,1,1
2023671,3,9,11,21,29,32,1,1,1,0,1,1,1
2023672,15,17,22,23,29,31,4,0,1,0,0,0,0
2023673,12,16,22,28,29,32,13,1,0,0,1,0,0
2023674,1,4,6,10,17,21,16,0,0,0,0,1,0
2023675,3,11,16,25,32,33,8,1,1,1,0,1,0
2023676,2,8,17,18,22,32,13,0,1,1,1,1,0
2023677,3,15,16,26,30,33,15,1,0,1,0,0,1
2023678,4,6,11,15,16,32,1,0,0,1,1,0,1
2023679,2,7,14,18,26,29,1,1,1,0,0,1,1
2023680,6,7,17,18,20,29,15,0,1,0,1,1,1
2023681,2,8,22,24,27,31,15,1,0,0,0,0,0
2023682,12,22,23,31,32,33,15,0,0,0,1,0,0
2023683,1,7,8,22,25,33,11,1,1,1,1,0,0
2023684,12,17,18,19,23,33,4,0,1,1,0,1,0
2023685,3,5,11,16,23,27,14,1,0,1,1,1,0
2023686,4,7,17,20,30,33,13,0,0,1,0,0,1
2023687,7,14,23,26,27,30,11,1,1,0,1,0,1
2023688,2,7,21,27,30,32,4,0,1,0,0,1,1
2023689,5,17,19,22,29,30,16,1,0,0,1,1,1
2023690,1,4,14,18,27,30,16,0,0,0,0,0,0
2023691,6,12,19,23,24,33,5,1,1,1,0,0,0
2023692,7,11,20,22,25,30,13,0,1,1,1,0,0
2023693,9,10,11,13,16,27,15,1,0,1,0,1,0
2023694,9,14,20,23,24,33,10,0,0,1,1,1,0
2023695,7,14,20,21,23,31,10,1,1,0,0,0,1
2023696,6,9,17,21,23,33,11,0,1,0,1,0,1
2023697,8,16,18,19,23,29,14,1,0,0,0,1,1
2023698,1,4,17,19,26,28,1,0,0,0,1,1,1
2023699,2,7,10,22,25,31,9,1,1,1,1,1,1
2023700,5,9,11,19,22,27,2,0,1,1,0,0,0
2023701,2,12,14,18,19,25,15,1,0,1,1,0,0
2023702,7,13,15,18,21,24,8,0,0,1,0,1,0
2023703,2,13,19,22,23,33,13,1,1,0,1,1,0
2023704,1,2,18,21,27,31,9,0,1,0,0,0,1
2023705,8,13,21,23,27,29,12,1,0,0,1,0,1
2023706,6,10,13,15,22,33,3,0,0,0,0,1,1
2023707,4,12,13,17,24,33,2,1,1,1,0,1,1
2023708,5,6,9,18,28,32,9,0,1,1,1,1,1
2023709,1,2,5,15,22,23,5,1,0,1,0,0,0
2023710,4,20,21,25,30,33,10,0,0,1,1,0,0
2023711,3,11,23,26,32,33,8,1,1,0,0,1,0
2023712,5,6,12,14,17,26,13,0,1,0,1,1,0
2023713,6,7,8,22,23,29,11,1,0,0,0,0,1
2023714,7,10,20,22,24,25,16,0,0,0,1,0,1
2023715,1,8,12,15,22,32,8,1,1,1,1,0,1
2023716,3,4,13,21,26,30,13,0,1,1,0,1,1
2023717,1,17,19,27,30,33,12,1,0,1,1,1,1
2023718,2,10,16,21,29,33,7,0,0,1,0,0,0
2023719,4,6,21,25,31,32,1,1,1,0,1,0,0
2023720,5,7,14,21,22,25,14,0,1,0,0,1,0
2023721,7,14,18,23,24,27,14,1,0,0,1,1,0
2023722,1,5,10,11,15,23,2,0,0,0,0,0,1
2023723,2,5,6,9,26,33,3,1,1,1,0,0,1
2023724,13,14,15,17,21,33,13,0,1,1,1,0,1
2023725,1,4,13,21,22,28,1,1,0,1,0,1,1
2023726,3,5,12,23,28,32,4,0,0,1,1,1,1
2023727,3,10,19,20,25,32,15,1,1,0,0,0,0
2023728,1,16,22,25,26,27,6,0,1,0,1,0,0
2023729,9,13,15,24,26,29,10,1,0,0,0,1,0
2023730,10,20,22,26,28,29,12,0,0,0,1,1,0
2023731,1,2,4,10,19,33,13,1,1,1,1,1,0
2023732,6,7,20,24,29,30,12,0,1,1,0,0,1
2023733,14,17,21,27,28,29,5,1,0,1,1,0,1
2023734,8,9,11,12,20,27,7,0,0,1,0,1,1
2023735,8,12,19,22,26,28,2,1,1,0,1,1,1
2023736,3,5,9,10,22,30,4,0,1,0,0,0,0
2023737,5,11,12,13,31,32,8,1,0,0,1,0,0
2023738,3,7,19,20,29,33,11,0,0,0,0,1,0
2023739,10,11,20,22,29,32,5,1,1,1,0,1,0
2023740,1,6,14,21,24,31,11,0,1,1,1,1,0
2023741,14,15,16,21,23,24,9,1,0,1,0,0,1
2023742,9,11,16,22,24,33,15,0,0,1,1,0,1
2023743,10,16,18,23,25,29,4,1,1,0,0,1,1
2023744,6,9,12,27,28,31,5,0,1,0,1,1,1
2023745,3,13,17,21,24,29,3,1,0,0,0,0,0
2023746,2,13,19,27,30,33,7,0,0,0,1,0,0
2023747,3,16,17,18,29,31,5,1,1,1,1,0,0
2023748,8,19,24,25,26,29,10,0,1,1,0,1,0
2023749,3,9,13,17,30,31,12,1,0,1,1,1,0
2023750,1,8,22,26,28,33,6,0,0,1,0,0,1
2023751,6,9,15,19,30,33,5,1,1,0,1,0,1
2023752,2,8,16,23,25,31,8,0,1,0,0,1,1
2023753,2,5,8,12,17,22,7,1,0,0,1,1,1
2023754,2,15,16,24,25,30,2,0,0,0,0,0,0
2023755,7,17,21,23,27,33,9,1,1,1,0,0,0
2023756,12,13,17,21,31,32,3,0,1,1,1,0,0
2023757,8,13,17,25,30,33,12,1,0,1,0,1,0
2023758,16,20,23,26,29,32,1,0,0,1,1,1,0
2023759,3,6,8,9,15,33,9,1,1,0,0,0,1
2023760,6,10,12,14,20,31,4,0,1,0,1,0,1
2023761,4,11,15,24,26,27,16,1,0,0,0,1,1
2023762,6,7,19,21,31,33,14,0,0,0,1,1,1
2023763,2,5,16,19,29,33,6,1,1,1,1,1,1
2023764,2,3,5,9,19,29,6,0,1,1,0,0,0
2023765,12,13,17,19,20,33,1,1,0,1,1,0,0
2023766,6,7,15,16,19,20,16,0,0,1,0,1,0
2023767,5,11,14,15,20,27,6,1,1,0,1,1,0
2023768,6,11,17,22,24,33,15,0,1,0,0,0,1
2023769,4,5,13,15,31,33,1,1,0,0,1,0,1
2023770,4,5,13,20,27,32,6,0,0,0,0,1,1
2023771,3,17,18,26,29,31,4,1,1,1,0,1,1
2023772,5,6,20,22,29,31,1,0,1,1,1,1,1
2023773,2,12,23,27,28,33,14,1,0,1,0,0,0
2023774,12,13,15,25,26,31,4,0,0,1,1,0,0
2023775,8,9,16,25,28,32,3,1,1,0,0,1,0
2023776,1,7,9,19,23,27,1,0,1,0,1,1,0
2023777,1,7,8,13,21,23,11,1,0,0,0,0,1
2023778,4,5,14,21,24,27,9,0,0,0,1,0,1
2023779,9,12,17,19,20,28,13,1,1,1,1,0,1
2023780,14,16,18,26,27,31,6,0,1,1,0,1,1
2023781,9,10,12,19,24,31,13,1,0,1,1,1,1
2023782,8,9,15,24,26,32,6,0,0,1,0,0,0
2023783,7,11,13,14,17,26,2,1,1,0,1,0,0
2023784,1,11,21,25,26,31,3,0,1,0,0,1,0
2023785,3,10,14,20,30,31,3,1,0,0,1,1,0
2023786,2,3,12,15,17,20,13,0,0,0,0,0,1
2023787,2,19,20,23,25,26,6,1,1,1,0,0,1
2023788,1,7,22,28,29,32,10,0,1,1,1,0,1
2023789,3,13,17,20,26,29,8,1,0,1,0,1,1
2023790,1,3,8,11,12,21,6,0,0,1,1,1,1
2023791,6,12,13,18,22,25,13,1,1,0,0,0,0
2023792,1,13,17,23,24,26,3,0,1,0,1,0,0
2023793,6,18,19,24,27,32,12,1,0,0,0,1,0
2023794,7,8,15,18,20,23,13,0,0,0,1,1,0
2023795,1,4,6,14,17,32,3,1,1,1,1,1,0
2023796,4,11,17,19,26,33,9,0,1,1,0,0,1
2023797,13,16,17,19,29,31,8,1,0,1,1,0,1
2023798,15,19,22,29,30,33,1,0,0,1,0,1,1
2023799,3,8,9,13,21,31,8,1,1,0,1,1,1
2023800,12,14,15,17,18,21,1,0,1,0,0,0,0
2023801,3,10,13,16,17,22,11,1,0,0,1,0,0
2023802,5,7,11,12,16,32,9,0,0,0,0,1,0
2023803,7,8,12,13,16,24,8,1,1,1,0,1,0
2023804,7,8,14,17,27,31,12,0,1,1,1,1,0
2023805,3,4,7,10,22,30,16,1,0,1,0,0,1
2023806,1,3,12,16,20,28,11,0,0,1,1,0,1
2023807,6,16,17,18,25,32,9,1,1,0,0,1,1
2023808,2,5,15,19,25,26,14,0,1,0,1,1,1
2023809,3,12,13,17,28,31,6,1,0,0,0,0,0
2023810,8,11,15,17,23,30,1,0,0,0,1,0,0
2023811,1,4,11,13,14,19,12,1,1,1,1,0,0
2023812,8,9,12,17,18,30,16,0,1,1,0,1,0
2023813,6,7,14,16,22,24,14,1,0,1,1,1,0
2023814,9,13,15,24,28,33,6,0,0,1,0,0,1
2023815,4,9,15,24,27,33,8,1,1,0,1,0,1
2023816,5,7,24,25,26,28,5,0,1,0,0,1,1
2023817,1,5,6,14,16,31,11,1,0,0,1,1,1
2023818,9,18,19,20,28,32,2,0,0,0,0,0,0
2023819,2,6,7,23,26,32,9,1,1,1,0,0,0
2023820,7,9,11,15,24,31,12,0,1,1,1,0,0
2023821,1,4,12,14,17,24,12,1,0,1,0,1,0
2023822,10,11,12,13,25,32,16,0,0,1,1,1,0
2023823,6,10,13,15,20,29,5,1,1,0,0,0,1
2023824,11,14,19,20,21,22,13,0,1,0,1,0,1
2023825,5,6,8,11,30,32,11,1,0,0,0,1,1
2023826,9,13,18,19,20,21,15,0,0,0,1,1,1
2023827,6,14,24,28,29,30,1,1,1,1,1,1,1
2023828,9,16,22,23,24,33,3,0,1,1,0,0,0
2023829,3,4,11,13,14,30,16,1,0,1,1,0,0
2023830,2,4,13,17,25,31,3,0,0,1,0,1,0
2023831,3,5,7,17,20,21,13,1,1,0,1,1,0
2023832,8,10,15,20,24,32,5,0,1,0,0,0,1
2023833,1,2,9,11,12,22,11,1,0,0,1,0,1
2023834,9,18,28,30,31,32,15,0,0,0,0,1,1
2023835,9,12,15,19,20,21,14,1,1,1,0,1,1
2023836,8,16,18,20,23,26,3,0,1,1,1,1,1
2023837,5,9,12,14,20,29,10,1,0,1,0,0,0
2023838,1,17,25,27,28,33,5,0,0,1,1,0,0
2023839,1,16,18,19,23,33,16,1,1,0,0,1,0
2023840,1,14,20,25,26,31,10,0,1,0,1,1,0
2023841,1,7,12,14,15,18,14,1,0,0,0,0,1
2023842,6,16,21,23,24,26,13,0,0,0,1,0,1
2023843,3,9,14,15,21,25,8,1,1,1,1,0,1
2023844,18,19,21,24,26,33,9,0,1,1,0,1,1
2023845,3,5,6,13,27,28,10,1,0,1,1,1,1
2023846,8,9,15,20,23,30,16,0,0,1,0,0,0
2023847,1,2,5,13,18,21,1,1,1,0,1,0,0
2023848,5,7,9,10,12,23,15,0,1,0,0,1,0
2023849,1,3,5,15,16,33,7,1,0,0,1,1,0
2023850,10,16,22,26,27,30,12,0,0,0,0,0,1
2023851,3,11,25,27,30,32,5,1,1,1,0,0,1
2023852,3,4,13,18,25,32,16,0,1,1,1,0,1
2023853,9,12,13,27,29,30,13,1,0,1,0,1,1
2023854,1,8,13,23,25,32,15,0,0,1,1,1,1
2023855,3,7,15,16,24,25,4,1,1,0,0,0,0
2023856,10,11,13,14,22,31,6,0,1,0,1,0,0
2023857,3,8,9,10,16,21,7,1,0,0,0,1,0
2023858,4,7,22,24,28,32,8,0,0,0,1,1,0
2023859,1,6,9,21,26,28,4,1,1,1,1,1,0
2023860,1,2,16,19,26,33,16,0,1,1,0,0,1
2023861,3,6,8,10,24,25,16,1,0,1,1,0,1
2023862,2,6,21,22,25,30,2,0,0,1,0,1,1
2023863,4,10,18,23,26,33,5,1,1,0,1,1,1
2023864,11,15,18,21,26,32,12,0,1,0,0,0,0
2023865,1,12,13,23,29,32,5,1,0,0,1,0,0
2023866,3,15,16,17,18,23,10,0,0,0,0,1,0
2023867,6,12,13,18,19,32,11,1,1,1,0,1,0
2023868,18,20,27,28,30,31,6,0,1,1,1,1,0
2023869,5,9,10,15,27,32,12,1,0,1,0,0,1
2023870,1,13,17,21,25,30,6,0,0,1,1,0,1
2023871,2,8,11,20,24,25,3,1,1,0,0,1,1
2023872,13,16,17,22,25,33,5,0,1,0,1,1,1
2023873,4,11,14,19,21,32,4,1,0,0,0,0,0
2023874,3,5,6,27,28,33,2,0,0,0,1,0,0
2023875,2,4,7,13,16,32,13,1,1,1,1,0,0
2023876,2,8,12,17,20,32,3,0,1,1,0,1,0
2023877,1,14,16,21,27,29,3,1,0,1,1,1,0
2023878,4,12,14,18,24,30,12,0,0,1,0,0,1
2023879,2,3,4,17,18,24,10,1,1,0,1,0,1
2023880,4,5,14,17,29,31,8,0,1,0,0,1,1
2023881,7,8,13,17,22,25,6,1,0,0,1,1,1
2023882,7,12,19,21,25,27,15,0,0,0,0,0,0
2023883,6,7,18,26,28,31,13,1,1,1,0,0,0
2023884,6,18,20,22,32,33,15,0,1,1,1,0,0
2023885,11,12,18,21,23,28,14,1,0,1,0,1,0
2023886,8,18,19,20,21,28,7,0,0,1,1,1,0
2023887,12,13,15,17,25,30,1,1,1,0,0,0,1
2023888,1,3,5,17,19,20,10,0,1,0,1,0,1
2023889,1,7,8,11,20,28,1,1,0,0,0,1,1
2023890,2,4,10,12,15,18,5,0,0,0,1,1,1
2023891,8,9,12,17,19,29,8,1,1,1,1,1,1
2023892,3,13,17,19,20,30,7,0,1,1,0,0,0
2023893,5,6,16,21,26,30,4,1,0,1,1,0,0
2023894,3,13,19,20,24,26,3,0,0,1,0,1,0
2023895,4,12,14,22,27,29,14,1,1,0,1,1,0
2023896,8,15,20,21,24,28,1,0,1,0,0,0,1
2023897,2,4,10,11,17,25,5,1,0,0,1,0,1
2023898,2,5,15,21,22,24,13,0,0,0,0,1,1
2023899,6,8,10,14,26,29,13,1,1,1,0,1,1
2023900,3,9,10,11,16,19,2,0,1,1,1,1,1
2023901,3,13,14,17,26,32,5,1,0,1,0,0,0
2023902,7,9,13,16,18,31,7,0,0,1,1,0,0
2023903,3,9,14,16,25,33,11,1,1,0,0,1,0
2023904,6,8,12,14,22,30,12,0,1,0,1,1,0
2023905,1,12,13,20,21,32,10,1,0,0,0,0,1
2023906,11,15,20,23,26,27,5,0,0,0,1,0,1
2023907,3,7,8,27,29,30,12,1,1,1,1,0,1
2023908,2,4,6,8,10,24,5,0,1,1,0,1,1
2023909,1,4,11,19,23,26,10,1,0,1,1,1,1
2023910,1,7,11,24,29,31,7,0,0,1,0,0,0
2023911,14,16,17,18,20,24,5,1,1,0,1,0,0
2023912,2,17,19,22,25,29,2,0,1,0,0,1,0
2023913,2,7,10,11,17,26,9,1,0,0,1,1,0
2023914,1,3,4,13,21,30,9,0,0,0,0,0,1
2023915,1,7,10,21,24,28,13,1,1,1,0,0,1
2023916,4,11,15,17,23,25,16,0,1,1,1,0,1
2023917,6,7,12,15,17,18,1,1,0,1,0,1,1
2023918,3,10,11,16,17,30,16,0,0,1,1,1,1
2023919,1,11,12,22,26,30,12,1,1,0,0,0,0
2023920,2,9,16,17,20,26,9,0,1,0,1,0,0
2023921,2,8,9,18,25,31,5,1,0,0,0,1,0
2023922,3,5,22,24,26,33,13,0,0,0,1,1,0
2023923,5,8,14,15,19,27,10,1,1,1,1,1,0
2023924,5,7,18,21,22,29,5,0,1,1,0,0,1
2023925,9,10,13,17,23,30,5,1,0,1,1,0,1
2023926,6,10,19,21,28,30,11,0,0,1,0,1,1
2023927,5,6,8,11,27,33,1,1,1,0,1,1,1
